sentence_id,template,entity,template_sentiment
10749,{entity} addressed the media regarding the issue.,K Chandrasekhar Rao,neutral
10750,{entity} addressed the media regarding the issue.,Pinarayi Vijayan,neutral
10751,{entity} responded to questions about the situation.,Angela Merkel,neutral
10752,{entity} responded to questions about the situation.,Emmanuel Macron,neutral
10753,{entity} responded to questions about the situation.,Olaf Scholz,neutral
10754,{entity} responded to questions about the situation.,Ursula von der Leyen,neutral
10755,{entity} responded to questions about the situation.,Marine Le Pen,neutral
10756,{entity} responded to questions about the situation.,Jean-Luc Mélenchon,neutral
10757,{entity} responded to questions about the situation.,Giorgia Meloni,neutral
10758,{entity} responded to questions about the situation.,Mario Draghi,neutral
10759,{entity} responded to questions about the situation.,Volodymyr Zelenskyy,neutral
10760,{entity} responded to questions about the situation.,Viktor Orbán,neutral
10761,{entity} responded to questions about the situation.,Donald Tusk,neutral
10762,{entity} responded to questions about the situation.,Andrzej Duda,neutral
10763,{entity} responded to questions about the situation.,Petr Fiala,neutral
10764,{entity} responded to questions about the situation.,Robert Fico,neutral
10765,{entity} responded to questions about the situation.,Miloš Zeman,neutral
10766,{entity} responded to questions about the situation.,Klaus Iohannis,neutral
10767,{entity} responded to questions about the situation.,Boyko Borisov,neutral
10768,{entity} responded to questions about the situation.,Kyriakos Mitsotakis,neutral
10769,{entity} responded to questions about the situation.,Alexis Tsipras,neutral
10770,{entity} responded to questions about the situation.,Recep Tayyip Erdoğan,neutral
10771,{entity} responded to questions about the situation.,António Costa,neutral
10772,{entity} responded to questions about the situation.,Pedro Sánchez,neutral
10773,{entity} responded to questions about the situation.,Mark Rutte,neutral
10774,{entity} responded to questions about the situation.,Alexander De Croo,neutral
10775,{entity} responded to questions about the situation.,Sanna Marin,neutral
10776,{entity} responded to questions about the situation.,Kaja Kallas,neutral
10777,{entity} responded to questions about the situation.,Katrín Jakobsdóttir,neutral
10778,{entity} responded to questions about the situation.,Mette Frederiksen,neutral
10779,{entity} responded to questions about the situation.,Jonas Gahr Støre,neutral
10780,{entity} responded to questions about the situation.,Ulf Kristersson,neutral
10781,{entity} responded to questions about the situation.,Boris Johnson,neutral
10782,{entity} responded to questions about the situation.,Rishi Sunak,neutral
10783,{entity} responded to questions about the situation.,Keir Starmer,neutral
10784,{entity} responded to questions about the situation.,Nicola Sturgeon,neutral
10785,{entity} responded to questions about the situation.,Leo Varadkar,neutral
10786,{entity} responded to questions about the situation.,Micheál Martin,neutral
10787,{entity} responded to questions about the situation.,Biden,neutral
10788,{entity} responded to questions about the situation.,Donald Trump,neutral
10789,{entity} responded to questions about the situation.,Nancy Pelosi,neutral
10790,{entity} responded to questions about the situation.,Mitch McConnell,neutral
10791,{entity} responded to questions about the situation.,Kamala Harris,neutral
10792,{entity} responded to questions about the situation.,Ron DeSantis,neutral
10793,{entity} responded to questions about the situation.,Gavin Newsom,neutral
10794,{entity} responded to questions about the situation.,Greg Abbott,neutral
10795,{entity} responded to questions about the situation.,Elizabeth Warren,neutral
10796,{entity} responded to questions about the situation.,Bernie Sanders,neutral
10797,{entity} responded to questions about the situation.,Justin Trudeau,neutral
10798,{entity} responded to questions about the situation.,Pierre Poilievre,neutral
10799,{entity} responded to questions about the situation.,Jagmeet Singh,neutral
10800,{entity} responded to questions about the situation.,Andrés Manuel López Obrador,neutral
10801,{entity} responded to questions about the situation.,Claudia Sheinbaum,neutral
10802,{entity} responded to questions about the situation.,Xóchitl Gálvez,neutral
10803,{entity} responded to questions about the situation.,Luiz Inácio Lula da Silva,neutral
10804,{entity} responded to questions about the situation.,Jair Bolsonaro,neutral
10805,{entity} responded to questions about the situation.,Gabriel Boric,neutral
10806,{entity} responded to questions about the situation.,Javier Milei,neutral
10807,{entity} responded to questions about the situation.,Gustavo Petro,neutral
10808,{entity} responded to questions about the situation.,Iván Duque,neutral
10809,{entity} responded to questions about the situation.,Alberto Fernández,neutral
10810,{entity} responded to questions about the situation.,Carlos Alvarado,neutral
10811,{entity} responded to questions about the situation.,Nayib Bukele,neutral
10812,{entity} responded to questions about the situation.,Daniel Ortega,neutral
10813,{entity} responded to questions about the situation.,Miguel Díaz-Canel,neutral
10814,{entity} responded to questions about the situation.,Luis Abinader,neutral
10815,{entity} responded to questions about the situation.,Xi Jinping,neutral
10816,{entity} responded to questions about the situation.,Li Qiang,neutral
10817,{entity} responded to questions about the situation.,Shinzo Abe,neutral
10818,{entity} responded to questions about the situation.,Fumio Kishida,neutral
10819,{entity} responded to questions about the situation.,Yoon Suk Yeol,neutral
10820,{entity} responded to questions about the situation.,Lee Jae-myung,neutral
10821,{entity} responded to questions about the situation.,Tsai Ing-wen,neutral
10822,{entity} responded to questions about the situation.,Lai Ching-te,neutral
10823,{entity} responded to questions about the situation.,Narendra Modi,neutral
10824,{entity} responded to questions about the situation.,Rahul Gandhi,neutral
10825,{entity} responded to questions about the situation.,Imran Khan,neutral
10826,{entity} responded to questions about the situation.,Nawaz Sharif,neutral
10827,{entity} responded to questions about the situation.,Sheikh Hasina,neutral
10828,{entity} responded to questions about the situation.,Sonia Gandhi,neutral
10829,{entity} responded to questions about the situation.,Mahathir Mohamad,neutral
10830,{entity} responded to questions about the situation.,Lee Hsien Loong,neutral
10831,{entity} responded to questions about the situation.,Tharman Shanmugaratnam,neutral
10832,{entity} responded to questions about the situation.,Ferdinand Marcos Jr,neutral
10833,{entity} responded to questions about the situation.,Rodrigo Duterte,neutral
10834,{entity} responded to questions about the situation.,Joko Widodo,neutral
10835,{entity} responded to questions about the situation.,Prabowo Subianto,neutral
10836,{entity} responded to questions about the situation.,Anwar Ibrahim,neutral
10837,{entity} responded to questions about the situation.,Hun Sen,neutral
10838,{entity} responded to questions about the situation.,Srettha Thavisin,neutral
10839,{entity} responded to questions about the situation.,Vladimir Putin,neutral
10840,{entity} responded to questions about the situation.,Dmitry Medvedev,neutral
10841,{entity} responded to questions about the situation.,Mikhail Mishustin,neutral
10842,{entity} responded to questions about the situation.,Alexei Navalny,neutral
10843,{entity} responded to questions about the situation.,Recep Tayyip Erdoğan,neutral
10844,{entity} responded to questions about the situation.,Benjamin Netanyahu,neutral
10845,{entity} responded to questions about the situation.,Yair Lapid,neutral
10846,{entity} responded to questions about the situation.,Mohammed bin Salman,neutral
10847,{entity} responded to questions about the situation.,Mohammed bin Zayed,neutral
10848,{entity} responded to questions about the situation.,Hassan Rouhani,neutral
10849,{entity} responded to questions about the situation.,Ebrahim Raisi,neutral
10850,{entity} responded to questions about the situation.,Qasem Soleimani,neutral
10851,{entity} responded to questions about the situation.,Abdul Fattah al-Sisi,neutral
10852,{entity} responded to questions about the situation.,Mohamed Morsi,neutral
10853,{entity} responded to questions about the situation.,Cyril Ramaphosa,neutral
10854,{entity} responded to questions about the situation.,Jacob Zuma,neutral
10855,{entity} responded to questions about the situation.,William Ruto,neutral
10856,{entity} responded to questions about the situation.,Raila Odinga,neutral
10857,{entity} responded to questions about the situation.,Paul Kagame,neutral
10858,{entity} responded to questions about the situation.,Félix Tshisekedi,neutral
10859,{entity} responded to questions about the situation.,Macky Sall,neutral
10860,{entity} responded to questions about the situation.,Muhammadu Buhari,neutral
10861,{entity} responded to questions about the situation.,Bola Tinubu,neutral
10862,{entity} responded to questions about the situation.,Atiku Abubakar,neutral
10863,{entity} responded to questions about the situation.,Nana Akufo-Addo,neutral
10864,{entity} responded to questions about the situation.,John Mahama,neutral
10865,{entity} responded to questions about the situation.,Alassane Ouattara,neutral
10866,{entity} responded to questions about the situation.,Uhuru Kenyatta,neutral
10867,{entity} responded to questions about the situation.,Abiy Ahmed,neutral
10868,{entity} responded to questions about the situation.,Isaias Afwerki,neutral
10869,{entity} responded to questions about the situation.,Julius Malema,neutral
10870,{entity} responded to questions about the situation.,Emmerson Mnangagwa,neutral
10871,{entity} responded to questions about the situation.,Nelson Chamisa,neutral
10872,{entity} responded to questions about the situation.,Hage Geingob,neutral
10873,{entity} responded to questions about the situation.,Hakainde Hichilema,neutral
10874,{entity} responded to questions about the situation.,Lazarus Chakwera,neutral
10875,{entity} responded to questions about the situation.,Samia Suluhu Hassan,neutral
10876,{entity} responded to questions about the situation.,John Magufuli,neutral
10877,{entity} responded to questions about the situation.,Yoweri Museveni,neutral
10878,{entity} responded to questions about the situation.,Bobi Wine,neutral
10879,{entity} responded to questions about the situation.,Salva Kiir,neutral
10880,{entity} responded to questions about the situation.,Édouard Philippe,neutral
10881,{entity} responded to questions about the situation.,Élisabeth Borne,neutral
10882,{entity} responded to questions about the situation.,Gabriel Attal,neutral
10883,{entity} responded to questions about the situation.,Matteo Salvini,neutral
10884,{entity} responded to questions about the situation.,Matteo Renzi,neutral
10885,{entity} responded to questions about the situation.,Enrico Letta,neutral
10886,{entity} responded to questions about the situation.,Elly Schlein,neutral
10887,{entity} responded to questions about the situation.,Santiago Abascal,neutral
10888,{entity} responded to questions about the situation.,Alberto Núñez Feijóo,neutral
10889,{entity} responded to questions about the situation.,Yolanda Díaz,neutral
10890,{entity} responded to questions about the situation.,Geert Wilders,neutral
10891,{entity} responded to questions about the situation.,Thierry Baudet,neutral
10892,{entity} responded to questions about the situation.,Jens Stoltenberg,neutral
10893,{entity} responded to questions about the situation.,Erna Solberg,neutral
10894,{entity} responded to questions about the situation.,Magdalena Andersson,neutral
10895,{entity} responded to questions about the situation.,Jimmie Åkesson,neutral
10896,{entity} responded to questions about the situation.,Sanna Marin,neutral
10897,{entity} responded to questions about the situation.,Antti Rinne,neutral
10898,{entity} responded to questions about the situation.,Kaja Kallas,neutral
10899,{entity} responded to questions about the situation.,Alar Karis,neutral
10900,{entity} responded to questions about the situation.,Kersti Kaljulaid,neutral
10901,{entity} responded to questions about the situation.,Dalia Grybauskaitė,neutral
10902,{entity} responded to questions about the situation.,Gitanas Nausėda,neutral
10903,{entity} responded to questions about the situation.,Egils Levits,neutral
10904,{entity} responded to questions about the situation.,Rumen Radev,neutral
10905,{entity} responded to questions about the situation.,Zoran Zaev,neutral
10906,{entity} responded to questions about the situation.,Aleksandar Vučić,neutral
10907,{entity} responded to questions about the situation.,Milo Đukanović,neutral
10908,{entity} responded to questions about the situation.,Albin Kurti,neutral
10909,{entity} responded to questions about the situation.,Stevo Pendarovski,neutral
10910,{entity} responded to questions about the situation.,Saleh al-Aruri,neutral
10911,{entity} responded to questions about the situation.,Ismail Haniyeh,neutral
10912,{entity} responded to questions about the situation.,Mahmoud Abbas,neutral
10913,{entity} responded to questions about the situation.,Mohammed Deif,neutral
10914,{entity} responded to questions about the situation.,Yehya Sinwar,neutral
10915,{entity} responded to questions about the situation.,King Abdullah II,neutral
10916,{entity} responded to questions about the situation.,Saad Hariri,neutral
10917,{entity} responded to questions about the situation.,Najib Mikati,neutral
10918,{entity} responded to questions about the situation.,Bashar al-Assad,neutral
10919,{entity} responded to questions about the situation.,Abdullah Öcalan,neutral
10920,{entity} responded to questions about the situation.,Recep Tayyip Erdoğan,neutral
10921,{entity} responded to questions about the situation.,Kemal Kılıçdaroğlu,neutral
10922,{entity} responded to questions about the situation.,Mansur Yavaş,neutral
10923,{entity} responded to questions about the situation.,Moon Jae-in,neutral
10924,{entity} responded to questions about the situation.,Park Geun-hye,neutral
10925,{entity} responded to questions about the situation.,Hong Kong leader,neutral
10926,{entity} responded to questions about the situation.,Carrie Lam,neutral
10927,{entity} responded to questions about the situation.,John Lee,neutral
10928,{entity} responded to questions about the situation.,Tsai Ing-wen,neutral
10929,{entity} responded to questions about the situation.,Tony Blair,neutral
10930,{entity} responded to questions about the situation.,Gordon Brown,neutral
10931,{entity} responded to questions about the situation.,David Cameron,neutral
10932,{entity} responded to questions about the situation.,Europe,neutral
10933,{entity} responded to questions about the situation.,Liz Truss,neutral
10934,{entity} responded to questions about the situation.,Jeremy Corbyn,neutral
10935,{entity} responded to questions about the situation.,Ed Miliband,neutral
10936,{entity} responded to questions about the situation.,Alex Salmond,neutral
10937,{entity} responded to questions about the situation.,Ruth Davidson,neutral
10938,{entity} responded to questions about the situation.,Arlene Foster,neutral
10939,{entity} responded to questions about the situation.,Mary Lou McDonald,neutral
10940,{entity} responded to questions about the situation.,Jacinda Ardern,neutral
10941,{entity} responded to questions about the situation.,Chris Hipkins,neutral
10942,{entity} responded to questions about the situation.,Christopher Luxon,neutral
10943,{entity} responded to questions about the situation.,Scott Morrison,neutral
10944,{entity} responded to questions about the situation.,Anthony Albanese,neutral
10945,{entity} responded to questions about the situation.,Peter Dutton,neutral
10946,{entity} responded to questions about the situation.,Pauline Hanson,neutral
10947,{entity} responded to questions about the situation.,José Ramos-Horta,neutral
10948,{entity} responded to questions about the situation.,Xanana Gusmão,neutral
10949,{entity} responded to questions about the situation.,Frank Bainimarama,neutral
10950,{entity} responded to questions about the situation.,Rabuka,neutral
10951,{entity} responded to questions about the situation.,James Marape,neutral
10952,{entity} responded to questions about the situation.,Peter O'Neill,neutral
10953,{entity} responded to questions about the situation.,Hilda Heine,neutral
10954,{entity} responded to questions about the situation.,Taneti Maamau,neutral
10955,{entity} responded to questions about the situation.,Kausea Natano,neutral
10956,{entity} responded to questions about the situation.,Bob Carr,neutral
10957,{entity} responded to questions about the situation.,Kevin Rudd,neutral
10958,{entity} responded to questions about the situation.,Julia Gillard,neutral
10959,{entity} responded to questions about the situation.,Malcolm Turnbull,neutral
10960,{entity} responded to questions about the situation.,John Howard,neutral
10961,{entity} responded to questions about the situation.,Paul Keating,neutral
10962,{entity} responded to questions about the situation.,Helen Clark,neutral
10963,{entity} responded to questions about the situation.,John Key,neutral
10964,{entity} responded to questions about the situation.,David Lange,neutral
10965,{entity} responded to questions about the situation.,Winston Peters,neutral
10966,{entity} responded to questions about the situation.,Patricia Scotland,neutral
10967,{entity} responded to questions about the situation.,António Guterres,neutral
10968,{entity} responded to questions about the situation.,Christine Lagarde,neutral
10969,{entity} responded to questions about the situation.,Kristalina Georgieva,neutral
10970,{entity} responded to questions about the situation.,Tedros Adhanom,neutral
10971,{entity} responded to questions about the situation.,Ngozi Okonjo-Iweala,neutral
10972,{entity} responded to questions about the situation.,Amina Mohammed,neutral
10973,{entity} responded to questions about the situation.,Phumzile Mlambo-Ngcuka,neutral
10974,{entity} responded to questions about the situation.,Graça Machel,neutral
10975,{entity} responded to questions about the situation.,Kofi Annan,neutral
10976,{entity} responded to questions about the situation.,Ban Ki-moon,neutral
10977,{entity} responded to questions about the situation.,Boutros Boutros-Ghali,neutral
10978,{entity} responded to questions about the situation.,Javier Pérez de Cuéllar,neutral
10979,{entity} responded to questions about the situation.,Kurt Waldheim,neutral
10980,{entity} responded to questions about the situation.,Pope Francis,neutral
10981,{entity} responded to questions about the situation.,Patriarch Kirill,neutral
10982,{entity} responded to questions about the situation.,Dalai Lama,neutral
10983,{entity} responded to questions about the situation.,Aung San Suu Kyi,neutral
10984,{entity} responded to questions about the situation.,Min Aung Hlaing,neutral
10985,{entity} responded to questions about the situation.,Thaksin Shinawatra,neutral
10986,{entity} responded to questions about the situation.,Yingluck Shinawatra,neutral
10987,{entity} responded to questions about the situation.,Prayut Chan-o-cha,neutral
10988,{entity} responded to questions about the situation.,Srettha Thavisin,neutral
10989,{entity} responded to questions about the situation.,Lee Kuan Yew,neutral
10990,{entity} responded to questions about the situation.,Goh Chok Tong,neutral
10991,{entity} responded to questions about the situation.,Halimah Yacob,neutral
10992,{entity} responded to questions about the situation.,Tharman Shanmugaratnam,neutral
10993,{entity} responded to questions about the situation.,Manmohan Singh,neutral
10994,{entity} responded to questions about the situation.,Priyanka Gandhi,neutral
10995,{entity} responded to questions about the situation.,Arvind Kejriwal,neutral
10996,{entity} responded to questions about the situation.,Mamata Banerjee,neutral
10997,{entity} responded to questions about the situation.,Nitish Kumar,neutral
10998,{entity} responded to questions about the situation.,Chandrababu Naidu,neutral
10999,{entity} responded to questions about the situation.,K Chandrasekhar Rao,neutral
11000,{entity} responded to questions about the situation.,Pinarayi Vijayan,neutral
11001,{entity} gave a briefing on the topic.,Angela Merkel,neutral
11002,{entity} gave a briefing on the topic.,Emmanuel Macron,neutral
11003,{entity} gave a briefing on the topic.,Olaf Scholz,neutral
11004,{entity} gave a briefing on the topic.,Ursula von der Leyen,neutral
11005,{entity} gave a briefing on the topic.,Marine Le Pen,neutral
11006,{entity} gave a briefing on the topic.,Jean-Luc Mélenchon,neutral
11007,{entity} gave a briefing on the topic.,Giorgia Meloni,neutral
11008,{entity} gave a briefing on the topic.,Mario Draghi,neutral
11009,{entity} gave a briefing on the topic.,Volodymyr Zelenskyy,neutral
11010,{entity} gave a briefing on the topic.,Viktor Orbán,neutral
11011,{entity} gave a briefing on the topic.,Donald Tusk,neutral
11012,{entity} gave a briefing on the topic.,Andrzej Duda,neutral
11013,{entity} gave a briefing on the topic.,Petr Fiala,neutral
11014,{entity} gave a briefing on the topic.,Robert Fico,neutral
11015,{entity} gave a briefing on the topic.,Miloš Zeman,neutral
11016,{entity} gave a briefing on the topic.,Klaus Iohannis,neutral
11017,{entity} gave a briefing on the topic.,Boyko Borisov,neutral
11018,{entity} gave a briefing on the topic.,Kyriakos Mitsotakis,neutral
11019,{entity} gave a briefing on the topic.,Alexis Tsipras,neutral
11020,{entity} gave a briefing on the topic.,Recep Tayyip Erdoğan,neutral
11021,{entity} gave a briefing on the topic.,António Costa,neutral
11022,{entity} gave a briefing on the topic.,Pedro Sánchez,neutral
11023,{entity} gave a briefing on the topic.,Mark Rutte,neutral
11024,{entity} gave a briefing on the topic.,Alexander De Croo,neutral
11025,{entity} gave a briefing on the topic.,Sanna Marin,neutral
11026,{entity} gave a briefing on the topic.,Kaja Kallas,neutral
11027,{entity} gave a briefing on the topic.,Katrín Jakobsdóttir,neutral
11028,{entity} gave a briefing on the topic.,Mette Frederiksen,neutral
11029,{entity} gave a briefing on the topic.,Jonas Gahr Støre,neutral
11030,{entity} gave a briefing on the topic.,Ulf Kristersson,neutral
11031,{entity} gave a briefing on the topic.,Boris Johnson,neutral
11032,{entity} gave a briefing on the topic.,Rishi Sunak,neutral
11033,{entity} gave a briefing on the topic.,Keir Starmer,neutral
11034,{entity} gave a briefing on the topic.,Nicola Sturgeon,neutral
11035,{entity} gave a briefing on the topic.,Leo Varadkar,neutral
11036,{entity} gave a briefing on the topic.,Micheál Martin,neutral
11037,{entity} gave a briefing on the topic.,Biden,neutral
11038,{entity} gave a briefing on the topic.,Donald Trump,neutral
11039,{entity} gave a briefing on the topic.,Nancy Pelosi,neutral
11040,{entity} gave a briefing on the topic.,Mitch McConnell,neutral
11041,{entity} gave a briefing on the topic.,Kamala Harris,neutral
11042,{entity} gave a briefing on the topic.,Ron DeSantis,neutral
11043,{entity} gave a briefing on the topic.,Gavin Newsom,neutral
11044,{entity} gave a briefing on the topic.,Greg Abbott,neutral
11045,{entity} gave a briefing on the topic.,Elizabeth Warren,neutral
11046,{entity} gave a briefing on the topic.,Bernie Sanders,neutral
11047,{entity} gave a briefing on the topic.,Justin Trudeau,neutral
11048,{entity} gave a briefing on the topic.,Pierre Poilievre,neutral
11049,{entity} gave a briefing on the topic.,Jagmeet Singh,neutral
11050,{entity} gave a briefing on the topic.,Andrés Manuel López Obrador,neutral
11051,{entity} gave a briefing on the topic.,Claudia Sheinbaum,neutral
11052,{entity} gave a briefing on the topic.,Xóchitl Gálvez,neutral
11053,{entity} gave a briefing on the topic.,Luiz Inácio Lula da Silva,neutral
11054,{entity} gave a briefing on the topic.,Jair Bolsonaro,neutral
11055,{entity} gave a briefing on the topic.,Gabriel Boric,neutral
11056,{entity} gave a briefing on the topic.,Javier Milei,neutral
11057,{entity} gave a briefing on the topic.,Gustavo Petro,neutral
11058,{entity} gave a briefing on the topic.,Iván Duque,neutral
11059,{entity} gave a briefing on the topic.,Alberto Fernández,neutral
11060,{entity} gave a briefing on the topic.,Carlos Alvarado,neutral
11061,{entity} gave a briefing on the topic.,Nayib Bukele,neutral
11062,{entity} gave a briefing on the topic.,Daniel Ortega,neutral
11063,{entity} gave a briefing on the topic.,Miguel Díaz-Canel,neutral
11064,{entity} gave a briefing on the topic.,Luis Abinader,neutral
11065,{entity} gave a briefing on the topic.,Xi Jinping,neutral
11066,{entity} gave a briefing on the topic.,Li Qiang,neutral
11067,{entity} gave a briefing on the topic.,Shinzo Abe,neutral
11068,{entity} gave a briefing on the topic.,Fumio Kishida,neutral
11069,{entity} gave a briefing on the topic.,Yoon Suk Yeol,neutral
11070,{entity} gave a briefing on the topic.,Lee Jae-myung,neutral
11071,{entity} gave a briefing on the topic.,Tsai Ing-wen,neutral
11072,{entity} gave a briefing on the topic.,Lai Ching-te,neutral
11073,{entity} gave a briefing on the topic.,Narendra Modi,neutral
11074,{entity} gave a briefing on the topic.,Rahul Gandhi,neutral
11075,{entity} gave a briefing on the topic.,Imran Khan,neutral
11076,{entity} gave a briefing on the topic.,Nawaz Sharif,neutral
11077,{entity} gave a briefing on the topic.,Sheikh Hasina,neutral
11078,{entity} gave a briefing on the topic.,Sonia Gandhi,neutral
11079,{entity} gave a briefing on the topic.,Mahathir Mohamad,neutral
11080,{entity} gave a briefing on the topic.,Lee Hsien Loong,neutral
11081,{entity} gave a briefing on the topic.,Tharman Shanmugaratnam,neutral
11082,{entity} gave a briefing on the topic.,Ferdinand Marcos Jr,neutral
11083,{entity} gave a briefing on the topic.,Rodrigo Duterte,neutral
11084,{entity} gave a briefing on the topic.,Joko Widodo,neutral
11085,{entity} gave a briefing on the topic.,Prabowo Subianto,neutral
11086,{entity} gave a briefing on the topic.,Anwar Ibrahim,neutral
11087,{entity} gave a briefing on the topic.,Hun Sen,neutral
11088,{entity} gave a briefing on the topic.,Srettha Thavisin,neutral
11089,{entity} gave a briefing on the topic.,Vladimir Putin,neutral
11090,{entity} gave a briefing on the topic.,Dmitry Medvedev,neutral
11091,{entity} gave a briefing on the topic.,Mikhail Mishustin,neutral
11092,{entity} gave a briefing on the topic.,Alexei Navalny,neutral
11093,{entity} gave a briefing on the topic.,Recep Tayyip Erdoğan,neutral
11094,{entity} gave a briefing on the topic.,Benjamin Netanyahu,neutral
11095,{entity} gave a briefing on the topic.,Yair Lapid,neutral
11096,{entity} gave a briefing on the topic.,Mohammed bin Salman,neutral
11097,{entity} gave a briefing on the topic.,Mohammed bin Zayed,neutral
11098,{entity} gave a briefing on the topic.,Hassan Rouhani,neutral
11099,{entity} gave a briefing on the topic.,Ebrahim Raisi,neutral
11100,{entity} gave a briefing on the topic.,Qasem Soleimani,neutral
11101,{entity} gave a briefing on the topic.,Abdul Fattah al-Sisi,neutral
11102,{entity} gave a briefing on the topic.,Mohamed Morsi,neutral
11103,{entity} gave a briefing on the topic.,Cyril Ramaphosa,neutral
11104,{entity} gave a briefing on the topic.,Jacob Zuma,neutral
11105,{entity} gave a briefing on the topic.,William Ruto,neutral
11106,{entity} gave a briefing on the topic.,Raila Odinga,neutral
11107,{entity} gave a briefing on the topic.,Paul Kagame,neutral
11108,{entity} gave a briefing on the topic.,Félix Tshisekedi,neutral
11109,{entity} gave a briefing on the topic.,Macky Sall,neutral
11110,{entity} gave a briefing on the topic.,Muhammadu Buhari,neutral
11111,{entity} gave a briefing on the topic.,Bola Tinubu,neutral
11112,{entity} gave a briefing on the topic.,Atiku Abubakar,neutral
11113,{entity} gave a briefing on the topic.,Nana Akufo-Addo,neutral
11114,{entity} gave a briefing on the topic.,John Mahama,neutral
11115,{entity} gave a briefing on the topic.,Alassane Ouattara,neutral
11116,{entity} gave a briefing on the topic.,Uhuru Kenyatta,neutral
11117,{entity} gave a briefing on the topic.,Abiy Ahmed,neutral
11118,{entity} gave a briefing on the topic.,Isaias Afwerki,neutral
11119,{entity} gave a briefing on the topic.,Julius Malema,neutral
11120,{entity} gave a briefing on the topic.,Emmerson Mnangagwa,neutral
11121,{entity} gave a briefing on the topic.,Nelson Chamisa,neutral
11122,{entity} gave a briefing on the topic.,Hage Geingob,neutral
11123,{entity} gave a briefing on the topic.,Hakainde Hichilema,neutral
11124,{entity} gave a briefing on the topic.,Lazarus Chakwera,neutral
11125,{entity} gave a briefing on the topic.,Samia Suluhu Hassan,neutral
11126,{entity} gave a briefing on the topic.,John Magufuli,neutral
11127,{entity} gave a briefing on the topic.,Yoweri Museveni,neutral
11128,{entity} gave a briefing on the topic.,Bobi Wine,neutral
11129,{entity} gave a briefing on the topic.,Salva Kiir,neutral
11130,{entity} gave a briefing on the topic.,Édouard Philippe,neutral
11131,{entity} gave a briefing on the topic.,Élisabeth Borne,neutral
11132,{entity} gave a briefing on the topic.,Gabriel Attal,neutral
11133,{entity} gave a briefing on the topic.,Matteo Salvini,neutral
11134,{entity} gave a briefing on the topic.,Matteo Renzi,neutral
11135,{entity} gave a briefing on the topic.,Enrico Letta,neutral
11136,{entity} gave a briefing on the topic.,Elly Schlein,neutral
11137,{entity} gave a briefing on the topic.,Santiago Abascal,neutral
11138,{entity} gave a briefing on the topic.,Alberto Núñez Feijóo,neutral
11139,{entity} gave a briefing on the topic.,Yolanda Díaz,neutral
11140,{entity} gave a briefing on the topic.,Geert Wilders,neutral
11141,{entity} gave a briefing on the topic.,Thierry Baudet,neutral
11142,{entity} gave a briefing on the topic.,Jens Stoltenberg,neutral
11143,{entity} gave a briefing on the topic.,Erna Solberg,neutral
11144,{entity} gave a briefing on the topic.,Magdalena Andersson,neutral
11145,{entity} gave a briefing on the topic.,Jimmie Åkesson,neutral
11146,{entity} gave a briefing on the topic.,Sanna Marin,neutral
11147,{entity} gave a briefing on the topic.,Antti Rinne,neutral
11148,{entity} gave a briefing on the topic.,Kaja Kallas,neutral
11149,{entity} gave a briefing on the topic.,Alar Karis,neutral
11150,{entity} gave a briefing on the topic.,Kersti Kaljulaid,neutral
11151,{entity} gave a briefing on the topic.,Dalia Grybauskaitė,neutral
11152,{entity} gave a briefing on the topic.,Gitanas Nausėda,neutral
11153,{entity} gave a briefing on the topic.,Egils Levits,neutral
11154,{entity} gave a briefing on the topic.,Rumen Radev,neutral
11155,{entity} gave a briefing on the topic.,Zoran Zaev,neutral
11156,{entity} gave a briefing on the topic.,Aleksandar Vučić,neutral
11157,{entity} gave a briefing on the topic.,Milo Đukanović,neutral
11158,{entity} gave a briefing on the topic.,Albin Kurti,neutral
11159,{entity} gave a briefing on the topic.,Stevo Pendarovski,neutral
11160,{entity} gave a briefing on the topic.,Saleh al-Aruri,neutral
11161,{entity} gave a briefing on the topic.,Ismail Haniyeh,neutral
11162,{entity} gave a briefing on the topic.,Mahmoud Abbas,neutral
11163,{entity} gave a briefing on the topic.,Mohammed Deif,neutral
11164,{entity} gave a briefing on the topic.,Yehya Sinwar,neutral
11165,{entity} gave a briefing on the topic.,King Abdullah II,neutral
11166,{entity} gave a briefing on the topic.,Saad Hariri,neutral
11167,{entity} gave a briefing on the topic.,Najib Mikati,neutral
11168,{entity} gave a briefing on the topic.,Bashar al-Assad,neutral
11169,{entity} gave a briefing on the topic.,Abdullah Öcalan,neutral
11170,{entity} gave a briefing on the topic.,Recep Tayyip Erdoğan,neutral
11171,{entity} gave a briefing on the topic.,Kemal Kılıçdaroğlu,neutral
11172,{entity} gave a briefing on the topic.,Mansur Yavaş,neutral
11173,{entity} gave a briefing on the topic.,Moon Jae-in,neutral
11174,{entity} gave a briefing on the topic.,Park Geun-hye,neutral
11175,{entity} gave a briefing on the topic.,Hong Kong leader,neutral
11176,{entity} gave a briefing on the topic.,Carrie Lam,neutral
11177,{entity} gave a briefing on the topic.,John Lee,neutral
11178,{entity} gave a briefing on the topic.,Tsai Ing-wen,neutral
11179,{entity} gave a briefing on the topic.,Tony Blair,neutral
11180,{entity} gave a briefing on the topic.,Gordon Brown,neutral
11181,{entity} gave a briefing on the topic.,David Cameron,neutral
11182,{entity} gave a briefing on the topic.,Europe,neutral
11183,{entity} gave a briefing on the topic.,Liz Truss,neutral
